txn_date,txn_id,acc_num,txn_type,txn_code,amnt,bal
01/01/2024 01:33,0FKDG7,7099564,debit,17,7.79,4552.83
01/01/2024 01:36,37IQYW,4793045,debit,17,5.19,2970.02
01/01/2024 01:37,8KJJK9,5568934,credit,15,7.68,4646.04
01/01/2024 01:41,5XYQ57,9721836,credit,13,76.37,76.37
01/01/2024 01:42,AWOK8O,7355855,credit,13,6.08,6.08
01/01/2024 01:42,W1NYZG,9060611,credit,12,306.75,306.75
01/01/2024 01:43,H1L34Q,2559369,debit,16,27.91,1976.01
01/01/2024 01:48,HE54QY,4283407,debit,12,50.79,2819.53
01/01/2024 01:52,QWXPT9,3556442,debit,12,41.26,3362.37
01/01/2024 01:53,1JT6Y3,6076582,debit,13,18,3277.91
01/01/2024 01:53,88N050,7554130,debit,15,156.26,2318.21
01/01/2024 01:58,8D2ODK,2559369,credit,15,31.56,2007.57
01/01/2024 01:58,FHSKK5,7711826,debit,11,9.24,4254.72
01/01/2024 02:00,5SJ04A,3471558,credit,13,103.11,4354.58
01/01/2024 02:00,7Y7NNY,5738538,debit,14,114.48,3804.97
01/01/2024 02:04,HPUIGU,4258809,credit,15,32.59,4444.87
01/01/2024 02:04,VS4UV2,6935811,credit,13,7.91,7.91
01/01/2024 02:05,73HRBA,8205485,credit,13,25.43,2577.85
01/01/2024 02:07,Q0E5JS,2367961,credit,15,425.67,52487.14
01/01/2024 02:09,HP8ZX1,4787884,debit,17,22.89,85603.2
01/01/2024 02:15,B5323K,5153027,debit,17,24.64,1350.44
01/01/2024 02:15,U9KCJN,6286978,debit,12,6.42,1275.8
01/01/2024 02:16,O1WEY0,6628823,credit,12,5.57,1492.74
01/01/2024 02:18,FXPQL7,5738538,debit,16,53.48,3751.49
01/01/2024 02:19,3ST1HC,7511184,debit,14,101.29,4636.5
01/01/2024 02:21,JG5IVF,8249636,debit,10,31.04,4642.75
01/01/2024 02:23,DBZSIM,4841988,credit,14,22.68,578.61
01/01/2024 02:24,ROGY0W,6827386,credit,11,49.57,49.57
01/01/2024 02:26,HSTEJJ,7005119,debit,10,395.53,109.48
01/01/2024 02:29,30NLPW,8935204,debit,15,85.29,511.93
01/01/2024 02:29,QWB676,4242098,debit,15,32.43,4007.87
01/01/2024 02:32,R8E92A,6784257,debit,17,25.44,4294.69
01/01/2024 02:33,IME1OS,7875018,credit,15,34.13,4639.94
01/01/2024 02:38,GVT82O,3245863,credit,13,63.56,4470.64
01/01/2024 02:39,10LTST,6212431,debit,12,4.78,2890.97
01/01/2024 02:41,UR9HQI,6638639,credit,15,10.72,84732.46
01/01/2024 02:49,PTJ2GK,9632941,credit,15,23.33,23.33
01/01/2024 02:50,8AQDGC,8809180,debit,17,7.43,30186.87
01/01/2024 02:57,DIL01A,4106769,debit,17,134,963.34
01/01/2024 02:58,X48W5I,1668440,credit,14,63.87,63.87
01/01/2024 03:01,6268AU,5490045,credit,12,8.41,887.35
01/01/2024 03:02,1683T6,2931360,debit,17,12.39,1683.04
01/01/2024 03:04,1ELMGB,7740696,debit,14,257.35,43361.34
01/01/2024 03:07,081H80,1675101,credit,12,9.05,1599.34
01/01/2024 03:10,QL77JW,7244808,debit,16,237.95,1816.34
01/01/2024 03:17,NN0W8C,6623533,debit,17,15.72,2671.87
01/01/2024 03:21,O0MO59,2323996,debit,11,79.61,2580.06
01/01/2024 03:24,LQ1GIG,9746200,debit,14,22.82,3580.34
01/01/2024 03:25,71EBVF,3542463,debit,12,27.92,4917.53
01/01/2024 03:26,GI5HI4,7458251,credit,11,16.08,16.08
01/01/2024 03:28,W7C5I8,8841831,debit,12,49.61,885.19
01/01/2024 03:29,VCJB22,5653434,debit,16,19.29,1131.28
01/01/2024 03:31,5F8F5G,4474680,credit,15,24.52,557.46
01/01/2024 03:32,EREULS,9026546,credit,11,11.78,11.78
01/01/2024 03:32,LFLTLW,2463610,debit,13,35.5,82.82
01/01/2024 03:34,M7P9FO,4025196,credit,11,4.27,1336.91
01/01/2024 03:35,HRSSLX,3891644,debit,11,20.32,39053.7
01/01/2024 03:37,T6ASKJ,6191030,credit,11,101.32,101.32
01/01/2024 03:43,A1QZVY,3224834,debit,11,17.4,1443.05
01/01/2024 03:45,D48KX9,9018340,credit,11,3.42,3.42
01/01/2024 03:55,CA4RHO,7604711,credit,12,3.25,97929.68
01/01/2024 03:57,DSTDT0,5961585,credit,15,60.75,1334.36
01/01/2024 03:58,ILPKMZ,6428422,debit,13,45.32,1719.16
01/01/2024 04:03,IG0VT2,2099141,credit,15,14.91,14.91
01/01/2024 04:04,77IFH9,6240690,credit,12,3.61,3948.99
01/01/2024 04:05,3GREQ4,8436695,debit,14,7.16,4256.97
01/01/2024 04:09,YTEXL6,9874432,debit,15,7.28,2479.11
01/01/2024 04:09,XEJ2UU,2096096,debit,17,52.41,3725.64
01/01/2024 04:10,2W0SXX,5226329,credit,15,35.47,1223.12
01/01/2024 04:11,D40AHI,3629941,credit,14,19.08,4989.7
01/01/2024 04:14,AQ979B,6953785,credit,14,2.76,4475.95
01/01/2024 04:15,W4P6A2,3182678,credit,12,15.46,15.46
01/01/2024 04:15,RUBKEN,6264151,credit,10,7.31,4651.14
01/01/2024 04:16,MP5GWF,4500274,credit,12,2.07,2441.34
01/01/2024 04:20,PXETGC,9845369,credit,15,26.96,4340.14
01/01/2024 04:20,9ZX5GU,7380471,debit,16,150.37,4741.3
01/01/2024 04:23,WQ1HYH,2578547,debit,14,13.93,3089.38
01/01/2024 04:27,XZVRZZ,7507733,credit,12,101.89,101.89
01/01/2024 04:27,0KQ2O6,6736853,debit,13,8.84,223.97
01/01/2024 04:28,0PMDN9,3541225,debit,16,17.07,98736.76
01/01/2024 04:31,0K1PRY,3432537,debit,16,43.17,1809.48
01/01/2024 04:33,2VN4WF,1584414,debit,15,13.06,4243.75
01/01/2024 04:35,3KK5LU,5671378,debit,11,115.74,3060.75
01/01/2024 04:36,W7KF0F,6477775,debit,15,90.8,27762.81
01/01/2024 04:38,G4BWU8,9297473,debit,15,20.74,73.95
01/01/2024 04:40,EMKU69,2467469,debit,15,101.53,4871.1
01/01/2024 04:45,W0X7V4,8792697,debit,12,1.68,1921.79
01/01/2024 04:47,YXJN55,9341386,debit,13,2.25,1053.92
01/01/2024 04:48,LQGWLD,6736853,credit,14,10.48,234.45
01/01/2024 04:49,1CKXOE,4453042,debit,16,36.88,2142.3
01/01/2024 04:55,SM5BS4,4710023,credit,14,24.91,1824.62
01/01/2024 04:57,B98XA2,6774337,debit,13,19.75,2080.97
01/01/2024 05:00,E00HI0,5240992,credit,11,8.84,8.84
01/01/2024 05:01,82QQ3H,6381856,debit,10,18.9,18440.25
01/01/2024 05:02,M6GLDW,7903163,debit,15,4.21,3747.21
01/01/2024 05:09,265Q7T,2096458,credit,15,17.06,4621.71
01/01/2024 05:10,CU9QUP,2556547,credit,11,116.6,972.29
01/01/2024 05:11,RZ4INC,5326680,credit,11,28.41,28.41
01/01/2024 05:25,666VPP,9465328,credit,11,21.44,21.44
01/01/2024 05:32,056Y5H,5671378,debit,10,15.49,3045.26
01/01/2024 05:33,583RWX,9087074,debit,13,22.79,2092.9
01/01/2024 05:34,MX35SD,6675061,debit,15,24.07,211.51
01/01/2024 05:34,PDNV01,6274967,debit,12,101.61,47024.37
01/01/2024 05:35,M9SG4K,3801265,debit,10,10.02,2448.61
01/01/2024 05:39,KYLJ1J,8905557,credit,10,41.8,56544.8
01/01/2024 05:46,3XKESN,8085444,debit,11,10.52,59.07
01/01/2024 05:47,MOHUAV,3182678,credit,10,4.57,20.03
01/01/2024 05:50,80FRWA,5062027,debit,12,175.88,2937.71
01/01/2024 05:57,XWPEUS,6212431,debit,15,7.03,2883.94
01/01/2024 05:57,WSSILE,3029198,credit,10,332.73,2642.95
01/01/2024 06:01,SSLQ2M,3506619,credit,11,12.7,12.7
01/01/2024 06:01,AG1WKA,6121020,credit,14,88.18,1274.21
01/01/2024 06:04,PBSMJ9,9431943,credit,15,32.83,2150.72
01/01/2024 06:04,QEX3ZL,3279208,debit,11,97.23,4408.45
01/01/2024 06:04,HSNC4P,5609422,debit,10,40.54,4279.78
01/01/2024 06:04,M456O0,3165310,credit,14,36.29,36.29
01/01/2024 06:07,SFK7QI,8092512,credit,12,21.69,3098.58
01/01/2024 06:11,DS06NX,1552216,credit,13,68.62,68.62
01/01/2024 06:16,N8XYMZ,6103449,debit,12,6.94,2805.68
01/01/2024 06:17,VGQR75,8847082,debit,14,2.17,3947.86
01/01/2024 06:19,72UIHV,5822356,credit,13,23.41,23.41
01/01/2024 06:20,SSL4TF,6774337,debit,16,14.28,2066.69
01/01/2024 06:29,VPBUZD,2773198,credit,15,62.11,1098.82
01/01/2024 06:32,I5CM15,9742603,debit,17,15.08,1886.83
01/01/2024 06:33,Z3ADHF,5294941,debit,12,28.15,276.75
01/01/2024 06:37,3E0VXT,2367961,credit,14,284.13,52771.27
01/01/2024 06:37,36RNHS,8567624,debit,16,193.83,1670.21
01/01/2024 06:40,1Y2NJP,6553341,debit,16,15.38,1995.95
01/01/2024 06:40,HQ7QXN,8063832,credit,13,13.48,1206.91
01/01/2024 06:41,WYB87P,9176830,debit,13,5.87,2833.04
01/01/2024 06:41,MLE13U,5738538,credit,10,22.65,3774.14
01/01/2024 06:43,M2I3QM,9329499,debit,12,33.74,309.31
01/01/2024 06:44,J024YE,9712954,debit,15,22.33,2924
01/01/2024 06:45,E1JQQX,2218238,credit,15,27.84,3213.41
01/01/2024 06:46,2Y5I8A,8458319,credit,13,1.88,2558.4
01/01/2024 06:47,83T3OW,4329087,debit,10,2.16,4741.31
01/01/2024 06:48,HDXCZU,9341386,debit,16,31.22,1022.7
01/01/2024 06:50,AFFSDU,4460157,credit,14,39.59,2283.81
01/01/2024 06:54,1K74W0,3826964,debit,14,14.57,3557.01
01/01/2024 06:56,BEHHW9,2578547,credit,10,5.7,3095.08
01/01/2024 06:57,MJ61FA,7037059,debit,17,44.23,2052.62
01/01/2024 06:59,0PVW6K,6406216,credit,12,136.36,3409.89
01/01/2024 06:59,6I966V,2534454,credit,15,40.69,40.69
01/01/2024 07:00,ESXJL1,8312499,debit,12,5.57,3311.37
01/01/2024 07:00,9IJ0FJ,5067986,debit,17,8.48,2090.65
01/01/2024 07:01,JBEQEB,5387062,debit,11,16.01,1818.3
01/01/2024 07:02,EZBKO3,7225541,credit,15,56.15,42770.64
01/01/2024 07:03,SPUGWS,4086352,credit,11,6.94,4356.25
01/01/2024 07:05,A63MH6,3733309,credit,12,26.97,26.97
01/01/2024 07:07,OES4JJ,3153636,credit,14,40.62,40.62
01/01/2024 07:08,5TMJLU,2367961,debit,10,416.64,52354.63
01/01/2024 07:11,5O47AE,4819814,credit,12,38.16,3787.6
01/01/2024 07:11,Z84AGF,8989939,credit,13,36.74,36.74
01/01/2024 07:12,ZAEKS9,8935204,debit,11,49.55,462.38
01/01/2024 07:15,V46BTZ,2674904,debit,16,28.61,2603.63
01/01/2024 07:23,W5DBEV,1363467,debit,10,63.56,3843
01/01/2024 07:25,8O9MM4,6186151,credit,14,21.45,21.45
01/01/2024 07:27,VAHG8G,9270482,credit,13,20.59,20.59
01/01/2024 07:28,JBE9GL,4919031,credit,13,3.54,53408.54
01/01/2024 07:28,5JDY3F,7620944,debit,16,7.99,38.44
01/01/2024 07:29,I5WL0J,5140082,credit,14,6.22,6.22
01/01/2024 07:30,EQKWA8,3361155,debit,16,1646.22,82689.55
01/01/2024 07:31,HUU52R,8991920,debit,14,23.72,3063.09
01/01/2024 07:39,69T3FS,5140849,debit,16,3.5,17928.33
01/01/2024 07:41,W0EWAY,2048436,credit,10,40.98,52055.31
01/01/2024 07:42,4YZLXO,5938378,credit,10,31.82,31.82
01/01/2024 07:44,P80C2I,3524729,debit,17,33.85,95.05
01/01/2024 07:44,T9ML40,9060611,credit,11,8.74,315.49
01/01/2024 07:45,OHDF0W,3995097,debit,13,47.14,939.22
01/01/2024 07:47,5XQFXK,2927265,debit,13,21.82,3142.03
01/01/2024 07:47,5CFWQJ,8574071,debit,12,29.38,282.03
01/01/2024 07:53,FOYOR7,5340457,debit,16,85.11,947.99
01/01/2024 07:58,4S7OAM,9661547,debit,12,31.32,1663.34
01/01/2024 07:59,CO6NB8,6581144,debit,15,6.17,1438.85
01/01/2024 08:07,MV4Y06,8047602,credit,14,33.82,16178.87
01/01/2024 08:07,X49LBQ,4824602,debit,16,3.58,1519.71
01/01/2024 08:10,R7CW40,7939990,credit,13,29.29,61597.26
01/01/2024 08:14,9NB945,3361155,credit,13,801.2,83490.75
01/01/2024 08:15,E0EKAO,5006176,credit,12,25.54,25.54
01/01/2024 08:15,DQR6CG,8126498,credit,11,22.54,22.54
01/01/2024 08:17,G3IX27,6227643,credit,13,414,414
01/01/2024 08:20,IGG8TI,9578988,debit,13,93.01,65867.96
01/01/2024 08:20,66NSVU,2850378,debit,13,11.94,4160.69
01/01/2024 08:23,UVA7SS,9119965,debit,10,32.6,1796.28
01/01/2024 08:23,ORQ59D,5669761,credit,10,7.79,1807.38
01/01/2024 08:27,95QFWK,5370404,debit,12,41.33,1998.89
01/01/2024 08:35,UV4JA2,3030265,debit,11,2.83,1923.15
01/01/2024 08:37,KBELQ9,8187666,credit,15,9.98,848.93
01/01/2024 08:41,ALGEUM,4204945,credit,12,10.03,10.03
01/01/2024 08:41,5ON46O,8333576,debit,16,24.02,4820.96
01/01/2024 08:45,J759XO,6739400,credit,12,43.43,43.43
01/01/2024 08:48,ILP1N1,3069414,credit,10,16.85,55312.92
01/01/2024 08:48,29HF1P,6241572,credit,13,45.18,1235.2
01/01/2024 08:49,K1UY76,6690206,debit,12,68.44,3411.92
01/01/2024 08:50,WTQO5J,6547192,credit,12,9.44,62048.4
01/01/2024 08:52,T9K8VV,1389977,debit,14,16.09,3277.22
01/01/2024 08:53,811BI3,8653878,debit,10,35.48,4797.02
01/01/2024 08:54,Q3K16E,2172983,debit,13,51.28,15365.4
01/01/2024 08:56,9UDE2L,6897888,credit,14,23.28,444.52
01/01/2024 08:58,WLGITI,3370034,credit,11,67.79,1170.48
01/01/2024 09:02,RNSNXB,2898438,credit,11,21.04,4195.86
01/01/2024 09:03,H1LFJL,8845379,credit,13,30.11,339.48
01/01/2024 09:05,CYAWEN,4004870,debit,11,4.34,4992.07
01/01/2024 09:07,GA7S04,7592885,debit,16,14.74,4836.18
01/01/2024 09:16,O1T0FU,4650296,debit,12,6.63,3703.12
01/01/2024 09:20,QOPUKW,2096458,credit,14,99.58,4721.29
01/01/2024 09:23,C7TNPA,3067730,debit,17,21.54,4147.18
01/01/2024 09:24,K5CAIU,5840774,debit,13,9.37,2542.51
01/01/2024 09:24,JT70Y2,7559356,debit,16,2.13,3151.64
01/01/2024 09:25,P4VGRS,6464231,credit,14,5.48,5.48
01/01/2024 09:27,VO7KE4,2929022,debit,11,202.54,30232.85
01/01/2024 09:29,YTAFKO,6897888,debit,16,75.24,369.28
01/01/2024 09:29,94RC8F,2620491,debit,12,98.7,667.23
01/01/2024 09:32,WHV6GG,7014735,debit,10,9.26,3168.25
01/01/2024 09:34,2RGPHM,4580815,debit,17,1.34,3473.45
01/01/2024 09:35,D8VWGT,7423534,credit,15,28.77,3465.69
01/01/2024 09:37,CGBU89,2899363,credit,15,47.31,2353.06
01/01/2024 09:40,ZHE9J7,8715725,debit,16,49.55,3469.28
01/01/2024 09:41,6OAFN3,1995293,debit,17,123.73,3835.36
01/01/2024 09:41,1HYLYP,1285091,debit,12,20.92,648.82
01/01/2024 09:45,RD05N9,3227818,debit,15,15.53,728.96
01/01/2024 09:51,IABBUF,8810334,credit,10,50.72,50.72
01/01/2024 09:54,MJAR1P,9776158,debit,10,69.54,2693.97
01/01/2024 09:54,07JTRG,6076582,debit,11,11.2,3266.71
01/01/2024 09:57,LZ3QVF,3737956,credit,12,32.97,32.97
01/01/2024 09:58,MLJRHD,9624415,debit,16,61.62,2437.67
01/01/2024 09:59,HAACTY,6581144,debit,17,13.61,1425.24
01/01/2024 10:00,LW46GN,4420457,debit,15,10,56821.08
01/01/2024 10:01,IC4Q35,7657730,credit,12,6.09,6.09
01/01/2024 10:02,4AG1QI,6987076,debit,17,29.32,56123.62
01/01/2024 10:03,S3WYUF,1285091,credit,14,16.31,665.13
01/01/2024 10:11,CGRFDX,2557549,credit,15,12.27,3784.35
01/01/2024 10:13,J2EVJH,5906573,credit,14,29.67,29.67
01/01/2024 10:19,VIVVA1,9522812,credit,12,54.49,54.49
01/01/2024 10:20,V5TB9X,8760986,debit,17,55.69,4029.83
01/01/2024 10:20,RBI1DD,7609841,credit,12,27.11,27.11
01/01/2024 10:23,EFWR0L,9346242,debit,16,75.4,1591.14
01/01/2024 10:24,C9JKPF,3875399,debit,16,10.11,3002.16
01/01/2024 10:24,QQXLTG,6242484,credit,11,2.35,2992.57
01/01/2024 10:25,V9RXUS,5383225,credit,13,12.43,3117.57
01/01/2024 10:28,RZ23IU,1343531,debit,10,28.35,455.23
01/01/2024 10:29,86IR63,2024981,credit,14,55.56,1593.13
01/01/2024 10:31,SIUORT,4460157,debit,17,8.62,2275.19
01/01/2024 10:33,QT0TR1,7489918,debit,14,73.39,2258.97
01/01/2024 10:36,N7WMN3,3827474,debit,13,34.74,3129.96
01/01/2024 10:41,T0016D,5302270,debit,16,15.3,4005.08
01/01/2024 10:44,K6LTXG,3540814,debit,10,3.91,4732.48
01/01/2024 10:45,NPE7I8,2929022,debit,11,103.03,30129.82
01/01/2024 10:47,FSV2VK,1411462,credit,15,67.69,4293.79
01/01/2024 10:48,IL13KT,5452353,debit,10,38.24,4021.78
01/01/2024 10:49,6IKPQV,2563687,debit,17,76.31,98038.93
01/01/2024 10:51,IEG19J,6930587,debit,13,6.68,373.02
01/01/2024 10:51,DA8BAA,8542227,debit,15,48.1,3420.27
01/01/2024 10:59,56RMRT,5143569,debit,17,7.85,51187.89
01/01/2024 11:04,8HRRWJ,4435329,debit,11,5.79,42681
01/01/2024 11:06,JQEDLI,5304538,debit,13,6.44,3512.05
01/01/2024 11:06,OEFJOF,1994336,debit,13,34.1,2057.1
01/01/2024 11:07,Y5OIL5,4657438,debit,16,30.22,50467.26
01/01/2024 11:08,N1T983,7674370,credit,11,10.4,10.4
01/01/2024 11:08,ACYEBR,6050853,credit,15,5.22,2889.08
01/01/2024 11:09,U7W82R,8577441,debit,14,228.82,2836.52
01/01/2024 11:12,XJ49OI,3887946,credit,10,21.93,21.93
01/01/2024 11:13,QZK44H,5756144,credit,11,49.63,49.63
01/01/2024 11:15,76D1PC,6855573,debit,10,14.32,1989.71
01/01/2024 11:17,VLMJ0I,2048436,debit,12,75.52,51979.79
01/01/2024 11:24,VG9APQ,9118323,credit,14,24.29,37.73
01/01/2024 11:30,DKPXT1,6584816,debit,17,83.21,79557.43
01/01/2024 11:31,PO41QY,3353118,debit,11,263.84,507.97
01/01/2024 11:32,9CUT00,2856546,credit,10,174.87,1511.49
01/01/2024 11:33,XC98P5,4432411,credit,13,6.38,656.34
01/01/2024 11:40,QWDIWW,6034644,credit,13,47.08,4532.29
01/01/2024 11:43,WKVZQ7,3019777,debit,12,39.21,86626.15
01/01/2024 11:48,1MHQYQ,8547436,debit,10,4.85,3616.23
01/01/2024 11:50,OIM3VN,5850816,debit,14,47.05,2840.08
01/01/2024 11:56,HRP81S,2989394,debit,14,104.82,2169.11
01/01/2024 11:57,J7TPR9,3960701,credit,12,6.05,6.05
01/01/2024 12:00,VJPROA,3631487,debit,15,41.5,2227.12
01/01/2024 12:03,4OR3EH,5938378,credit,13,26.39,58.21
01/01/2024 12:12,Q03XXU,6547192,debit,17,26.54,62021.86
01/01/2024 12:15,DE03CC,1497199,debit,17,88.49,1749.95
01/01/2024 12:15,IV1EHO,7178626,debit,13,14.84,347.88
01/01/2024 12:20,TXKKNJ,4793045,debit,10,9.05,2960.97
01/01/2024 12:26,8SMIVM,9751669,credit,11,20.71,20.71
01/01/2024 12:29,SN9YE6,9069873,credit,12,21.1,1347.1
01/01/2024 12:31,YK704U,8092512,debit,16,1.93,3096.65
01/01/2024 12:31,XGH140,5982430,credit,14,33.25,3559.39
01/01/2024 12:32,6BY9A6,1433326,debit,10,46.77,3462.28
01/01/2024 12:36,1HO5JS,5340457,credit,15,10.57,958.56
01/01/2024 12:40,OWMIWG,9670929,debit,13,14,499.97
01/01/2024 12:44,WSBU7F,7223532,debit,11,9.51,2566.89
01/01/2024 12:45,SZBCR5,4952270,debit,15,77.39,4096.23
01/01/2024 12:46,UNBHZT,7028856,debit,16,4.71,3872.86
01/01/2024 12:48,5JESCJ,1766922,credit,13,5.03,57721.72
01/01/2024 12:48,N303RV,7345122,debit,14,3.45,2034.55
01/01/2024 12:48,43AVRL,7545994,debit,10,21.24,4426.19
01/01/2024 12:54,CY6FD6,4268591,credit,10,16.56,2594.09
01/01/2024 13:01,747569,3822431,credit,10,2.32,2287.26
01/01/2024 13:04,2185AG,3996987,debit,17,35.85,4825.6
01/01/2024 13:05,TEZFOA,7089896,debit,14,18.72,3188.69
01/01/2024 13:05,532YYW,3765528,debit,15,7.56,2413.7
01/01/2024 13:06,3IZ4CM,7086446,debit,10,19.75,1919.25
01/01/2024 13:09,K31J8O,6884468,credit,10,3.19,3.19
01/01/2024 13:10,AS53V4,5688286,credit,15,9.01,4495.05
01/01/2024 13:14,694V3K,9035707,debit,16,35.51,1022.79
01/01/2024 13:24,Y1B6KF,8989939,credit,10,21.02,57.76
01/01/2024 13:26,2BA3IC,1345436,debit,13,18.46,2486.78
01/01/2024 13:28,12SRUG,8779779,debit,12,47.1,4736.15
01/01/2024 13:29,SYTMXB,5873393,debit,10,18.58,199.66
01/01/2024 13:29,WUED5E,2680955,credit,14,82.85,161.08
01/01/2024 13:38,6VQSBW,4828056,debit,13,5.48,3813.8
01/01/2024 13:39,3727NZ,5234851,debit,16,1.48,1008.86
01/01/2024 13:41,BDZLR3,4781489,credit,11,17.88,17.88
01/01/2024 13:42,5ZKDBI,2895807,debit,10,9.61,2179.18
01/01/2024 13:48,7D7Y4I,3579635,debit,14,40.52,4397.25
01/01/2024 13:53,F1NL9U,6089624,credit,13,37.75,1182.99
01/01/2024 13:56,PW80I4,2899363,debit,11,34.02,2319.04
01/01/2024 13:57,W0DWWW,9577428,credit,15,5.07,4090.62
01/01/2024 13:58,VZMJ3M,3137851,debit,10,53.16,41282.41
01/01/2024 14:03,VIBE4L,6185631,credit,10,192.83,192.83
01/01/2024 14:06,ZTOV7V,8817892,debit,11,57.29,3949.01
01/01/2024 14:08,BSS6FP,5357165,debit,15,14.71,4728.1
01/01/2024 14:09,GV8ZHY,4712044,credit,14,14.31,14.31
01/01/2024 14:10,8PZFVU,8401736,credit,13,27.82,493.29
01/01/2024 14:10,2Y0PUX,8686917,credit,11,7.17,7.17
01/01/2024 14:12,GSVEBR,2525026,debit,14,85.52,3300.4
01/01/2024 14:13,FD6N5Z,7124976,credit,12,8.02,8.02
01/01/2024 14:14,4YV3P8,6034644,debit,16,18.76,4513.53
01/01/2024 14:16,DFEQT8,2967467,debit,15,11.42,3492.21
01/01/2024 14:21,3IMVTM,5954876,credit,11,170.76,170.76
01/01/2024 14:22,8HTR2C,5206274,credit,14,116.36,116.36
01/01/2024 14:22,DRKQ0W,8514295,credit,11,87.39,87.39
01/01/2024 14:26,BIV5R7,6107486,credit,11,5.33,321.67
01/01/2024 14:30,O2F9RG,8394021,debit,17,3.47,4244.41
01/01/2024 14:34,EZJ1JU,5484399,credit,10,26.59,26.59
01/01/2024 14:39,KPQCJZ,1884191,credit,10,3.84,2076.05
01/01/2024 14:40,UTSDNJ,1681565,credit,15,15.02,4188.27
01/01/2024 14:40,05LA29,5398055,debit,14,49.47,946.18
01/01/2024 14:42,C9J5UG,7460147,debit,17,29.94,2800.77
01/01/2024 14:42,YXU5NS,2674904,debit,13,17.54,2586.09
01/01/2024 14:45,GAX68X,3629941,credit,12,12.49,5002.19
01/01/2024 14:48,VPMX5L,9131368,debit,10,13.99,958.19
01/01/2024 14:55,10UHRV,8863088,credit,14,9.44,379.85
01/01/2024 14:57,7BVZQ8,6996429,credit,13,28.03,28.03
01/01/2024 14:57,NKTT7M,8272874,credit,13,10.64,3501.34
01/01/2024 14:59,IT5CVT,8447253,credit,11,4.2,4.2
01/01/2024 15:00,5XLJTF,5629380,debit,17,3.79,1542.63
